id,shortname,mktcap,lastvalue,change,percentchange,direction,stk_details,volume,url,
CPI,Colgate,"40,157.32","1,476.45",1.4,0.09,1,[],11.69k,https://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI,
CCI,Container Corp,"35,174.56",577.3,15.85,2.82,1,[],78.57k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/containercorporationindia/CCI,
CF06,Coromandel Int,"14,975.89",511.8,1.75,0.34,1,[],2.94k,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45,
CI02,Cummins,"15,203.03",548.45,9.9,1.84,1,[],14.70k,https://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02,
DI,Dabur India,"81,267.27",459.9,2.6,0.57,1,[],16.99k,https://www.moneycontrol.com/india/stockpricequote/personal-care/daburindia/DI,
DL03,Divis Labs,"48,844.89","1,839.95",10.15,0.55,1,[],57.97k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03,
D04,DLF,"56,647.51",228.85,3.95,1.76,1,[],813.51k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/dlf/D04,
DRL,Dr Reddys Labs,"46,904.85","2,822.85",-82.65,-2.84,-1,[],45.47k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL,
EC06,Edelweiss,"10,844.21",116.1,2.35,2.07,1,[],130.58k,https://www.moneycontrol.com/india/stockpricequote/finance-general/edelweissfinancialservices/EC01,
EM,Eicher Motors,"60,155.09","22,031.15",87.8,0.4,1,[],3.22k,https://www.moneycontrol.com/india/stockpricequote/auto-lcvs-hcvs/eichermotors/EM,
E05,Emami,"14,067.45",309.9,-0.55,-0.18,-1,[],12.69k,https://www.moneycontrol.com/india/stockpricequote/personal-care/emami/E06,
ET04,Endurance Techn,"14,870.17","1,057.15",0.1,0.01,1,[],220,https://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/endurancetechnologies/ET01,
EI,Exide Ind,"15,810.00",186,1.25,0.68,1,[],81.39k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/exideindustries/EI,
FB,Federal Bank,"17,301.61",86.9,1.6,1.88,1,[],649.97k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/federalbank/FB,
FR,Future Retail,"16,716.42",332.6,0.8,0.24,1,[],11.42k,https://www.moneycontrol.com/india/stockpricequote/retail/futureretail/FR,
GAI,GAIL,"54,470.38",119.75,0.8,0.67,1,[],202.42k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/gailindia/GAI,
GIC12,General Insuran,"41,517.88",236.65,7.55,3.3,1,[],38.50k,https://www.moneycontrol.com/india/stockpricequote/diversified/generalinsurancecorporationindia/GIC12,
ISP,Gillette India,"21,712.18","6,663.20",3.9,0.06,1,[],353,https://www.moneycontrol.com/india/stockpricequote/personal-care/gilletteindia/GI22,
SB,GlaxoSmith Con,"36,309.28","8,633.65",1.65,0.02,1,[],123,https://www.moneycontrol.com/india/stockpricequote/food-processing/glaxosmithklineconsumerhealthcare/GSC04,
GI,GlaxoSmithKline,"28,334.01","1,672.55",26.8,1.63,1,[],102.08k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK,
GP08,Glenmark,"9,585.25",339.7,-1.65,-0.48,-1,[],72.26k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glenmarkpharma/GP08,
GI27,GMR Infra,"12,796.20",21.2,0.35,1.68,1,[],406.08k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27,
GCP,Godrej Consumer,"68,929.28",674.25,7.9,1.19,1,[],11.74k,https://www.moneycontrol.com/india/stockpricequote/personal-care/godrejconsumerproducts/GCP,
GS,Godrej Ind,"14,072.69",418.25,4.4,1.06,1,[],28.81k,https://www.moneycontrol.com/india/stockpricequote/personal-care/godrejindustries/GI23,
GP11,Godrej Prop,"23,177.33",919.65,-10.45,-1.12,-1,[],10.95k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/godrejproperties/GP11,
GI13,Graphite India,"5,999.01",307.05,-7,-2.23,-1,[],142.89k,https://www.moneycontrol.com/india/stockpricequote/electrodes-graphite/graphiteindia/GI13,
GI01,Grasim,"51,449.74",782.15,7.8,1.01,1,[],40.71k,https://www.moneycontrol.com/india/stockpricequote/diversified/grasimindustries/GI01,
GRU,GRUH Finance,"23,291.87",317.3,0,0,0,[],0,https://www.moneycontrol.com/india/stockpricequote/finance-housing/gruhfinance/GRU,
GSP02,Guj State Petro,"12,324.78",218.5,2.45,1.13,1,[],9.01k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/gujaratstatepetronet/GSP02,
HI01,Havells India,"40,949.41",654.35,1.85,0.28,1,[],18.07k,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/havellsindia/HI01,
HCL02,HCL Tech,"1,47,446.99",543.35,7.05,1.31,1,[],43.36k,https://www.moneycontrol.com/india/stockpricequote/computers-software/hcltechnologies/HCL02,
HDF,HDFC,"4,06,634.47","2,352.90",34.5,1.49,1,[],102.53k,https://www.moneycontrol.com/india/stockpricequote/finance-housing/housingdevelopmentfinancecorporation/HDF,
HAM02,HDFC AMC,"66,452.92","3,125.30",64.75,2.12,1,[],50.78k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/hdfcassetmanagementcompany/HAM02,
HDF01,HDFC Bank,"6,91,457.21","1,262.80",-0.65,-0.05,-1,[],93.77k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/hdfcbank/HDF01,
HSL01,HDFC Life,"1,18,770.37",588.5,5.55,0.95,1,[],117.88k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/hdfclifeinsurancecompanylimited/HSL01,
HEG,HEG,"4,149.98","1,075.25",-13.9,-1.28,-1,[],20.98k,https://www.moneycontrol.com/india/stockpricequote/electrodes-graphite/heg/HEG,
HHM,Hero Motocorp,"46,673.60","2,336.75",2.65,0.11,1,[],37.41k,https://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/heromotocorp/HHM,
HZ,Hind Zinc,"87,041.57",206,0.45,0.22,1,[],42.36k,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustanzinc/HZ,
H,Hindalco,"46,796.26",208.35,7.1,3.53,1,[],584.00k,https://www.moneycontrol.com/india/stockpricequote/aluminium/hindalcoindustries/HI,
TH,Honeywell Autom,"23,606.87","26,700.00",376.15,1.43,1,[],218,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/honeywellautomation/HA04,
HPC,HPCL,"40,754.64",267.45,1.6,0.6,1,[],268.25k,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,
HL,HUL,"4,34,109.76","2,005.30",-1.15,-0.06,-1,[],55.99k,https://www.moneycontrol.com/india/stockpricequote/personal-care/hindustanunilever/HU,
ICI02,ICICI Bank,"3,47,490.29",537.4,2.35,0.44,1,[],554.17k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/icicibank/ICI02,
ILG,ICICI Lombard ,"61,302.68","1,349.00",11.65,0.87,1,[],21.34k,https://www.moneycontrol.com/india/stockpricequote/diversified/icicilombardgeneralinsurancecompany/ILG,
IPL01,ICICI Prudentia,"71,132.12",495.4,0.85,0.17,1,[],22.46k,https://www.moneycontrol.com/india/stockpricequote/finance-general/iciciprudentiallifeinsurancecompany/IPL01,
IDB,IDBI Bank,"39,965.29",38.5,1.6,4.34,1,[],1.16m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/idbibank/IDB05,
IDF01,IDFC First Bank,"20,882.28",43.65,0.5,1.16,1,[],405.94k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/idfcfirstbank/IDF01,
IG04,IGL,"28,833.03",411.9,1.75,0.43,1,[],39.16k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/indraprasthagas/IG04,
IHF01,Indiabulls Hsg,"13,224.87",309.3,17.75,6.09,1,[],5.41m,https://www.moneycontrol.com/india/stockpricequote/finance-housing/indiabullshousingfinance/IHF01,
IS08,Indiabulls Vent,"10,194.33",166.65,7.85,4.94,1,[],99.66k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/indiabullsventures/IS13,
IB04,Indian Bank,"7,192.98",118.15,0.4,0.34,1,[],83.91k,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianbank/IB04,
IHC,Indian Hotels,"17,440.48",146.65,3.2,2.23,1,[],36.50k,https://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC,
IIB,IndusInd Bank,"1,03,051.66","1,486.95",44.3,3.07,1,[],83.52k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/indusindbank/IIB,
IEI01,Info Edge,"32,149.58","2,628.40",103.9,4.12,1,[],12.04k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01,
IT,Infosys,"3,02,882.73",711.25,9.4,1.34,1,[],694.60k,https://www.moneycontrol.com/india/stockpricequote/computers-software/infosys/IT,
IA05,Interglobe Avi,"50,868.94","1,322.45",-15.55,-1.16,-1,[],66.23k,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/interglobeaviation/IA04,
IOC,IOC,"1,20,689.52",128.2,0.05,0.04,1,[],228.46k,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,
ITC,ITC,"2,96,971.03",241.65,3,1.26,1,[],268.93k,https://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC,
JSP,Jindal Steel,"14,152.72",138.75,-3.35,-2.36,-1,[],2.59m,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/jindalsteelpower/JSP,
JE02,JSW Energy,"11,693.60",71.2,1.25,1.79,1,[],53.73k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/jswenergy/JE01,
JVS,JSW Steel,"62,219.25",257.4,1.7,0.66,1,[],519.52k,https://www.moneycontrol.com/india/stockpricequote/steel-large/jswsteel/JSW01,
JF04,Jubilant Food,"21,383.60","1,620.35",21.8,1.36,1,[],26.01k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04,
VOC,Jubilant Life,"8,402.08",527.5,-1.7,-0.32,-1,[],59.45k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03,
GNP,Kansai Nerolac,"28,473.82",528.35,4.7,0.9,1,[],4.30k,https://www.moneycontrol.com/india/stockpricequote/paints-varnishes/kansainerolacpaints/KNP,
KMF,Kotak Mahindra,"3,23,236.17","1,691.95",-23.75,-1.38,-1,[],120.66k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/kotakmahindrabank/KMB,
LFH,L&T Finance,"23,215.89",116.05,0.95,0.83,1,[],826.30k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/ltfinanceholdings/LFH,
LI09,L&T Infotech,"28,512.33","1,638.40",7.15,0.44,1,[],2.11k,https://www.moneycontrol.com/india/stockpricequote/computers-software/larsentoubroinfotech/LI12,
LTS,L&T Technology,"15,866.03","1,520.55",19.8,1.32,1,[],8.64k,https://www.moneycontrol.com/india/stockpricequote/computers-software/lttechnologyservices/LTS,
LT,Larsen,"1,83,195.44","1,305.20",26,2.03,1,[],137.87k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/larsentoubro/LT,
LIC,LIC Housing Fin,"22,126.95",438.45,4.9,1.13,1,[],138.63k,https://www.moneycontrol.com/india/stockpricequote/finance-housing/lichousingfinance/LIC,
LC03,Lupin,"34,242.64",756.25,7.7,1.03,1,[],20.76k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L,
MM,M&M,"64,148.74",516,4.25,0.83,1,[],144.32k,https://www.moneycontrol.com/india/stockpricequote/auto-cars-jeeps/mahindramahindra/MM,
MMF04,M&M Financial,"21,034.90",340.5,2.15,0.64,1,[],186.57k,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/mahindramahindrafinancialservices/MMF04,
MI25,Marico,"43,136.91",334.15,2.9,0.88,1,[],42.64k,https://www.moneycontrol.com/india/stockpricequote/personal-care/marico/M13,
MU01,Maruti Suzuki,"2,18,142.58","7,221.35",223.6,3.2,1,[],68.02k,https://www.moneycontrol.com/india/stockpricequote/auto-cars-jeeps/marutisuzukiindia/MS24,
MI,Max Financial,"17,207.50",501.75,-3.05,-0.6,-1,[],41.31k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/maxfinancialservices/MI,
MC20,Mindtree,"12,570.80",763.85,11.85,1.58,1,[],28.82k,https://www.moneycontrol.com/india/stockpricequote/computers-software/mindtree/MT13,
MSS01,Motherson Sumi,"44,479.50",140.85,5.4,3.99,1,[],944.13k,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/mothersonsumisystems/MSS01,
MOF01,Motilal Oswal,"11,321.83",765.25,0.6,0.08,1,[],6.75k,https://www.moneycontrol.com/india/stockpricequote/finance-general/motilaloswalfinancialservices/MOF01,
BFL,MphasiS,"16,117.05",864.55,1,0.12,1,[],4.79k,https://www.moneycontrol.com/india/stockpricequote/computers-software/mphasis/MB02,
MRF,MRF,"26,979.63","63,614.05",945.35,1.51,1,[],279,https://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF,
MRP,MRPL,"7,790.30",44.45,-0.35,-0.78,-1,[],28.17k,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,
MF19,Muthoot Finance,"28,745.99",717.1,4.65,0.65,1,[],34.33k,https://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootfinance/MF10,
NAC,NALCO,"8,115.44",43.5,0.3,0.69,1,[],389.41k,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,
NP01,Natco Pharma,"10,586.75",582.05,4.5,0.78,1,[],1.28k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07,
NBC,NBCC (India),"6,345.00",35.25,0.85,2.47,1,[],599.30k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/nbccindia/NBC01,
NI,Nestle,"1,38,007.53","14,313.80",144.2,1.02,1,[],1.45k,https://www.moneycontrol.com/india/stockpricequote/food-processing/nestleindia/NI,
N07,NHPC,"23,957.41",23.85,0.05,0.21,1,[],87.40k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/nhpc/N07,
NMD01,NMDC,"34,966.32",114.2,0.4,0.35,1,[],176.55k,https://www.moneycontrol.com/india/stockpricequote/mining-minerals/nmdc/NMD02,
NTP,NTPC,"1,14,381.08",115.6,1.15,1,1,[],180.55k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/ntpc/NTP,
OR,Oberoi Realty,"18,972.76",521.8,13.4,2.64,1,[],57.69k,https://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/oberoirealty/OR,
OI13,Oil India,"16,737.79",154.35,-1,-0.64,-1,[],25.57k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/oilindia/OI13,
ONG,ONGC,"1,59,077.63",126.45,0.6,0.48,1,[],196.38k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/oilnaturalgascorporation/ONG,
S11,Oracle Fin Serv,"25,124.74","2,926.55",7.65,0.26,1,[],334,https://www.moneycontrol.com/india/stockpricequote/computers-software/oraclefinancialservicessoftware/OFS01,
PGI,P and G,"37,148.07","11,444.00",191.65,1.7,1,[],100,https://www.moneycontrol.com/india/stockpricequote/personal-care/proctergamblehygienehealthcare/PGH,
PI35,Page Industries,"24,919.15","22,341.25",321.35,1.46,1,[],1.53k,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/pageindustries/PI35,
PLN,Petronet LNG,"41,145.00",274.3,2.9,1.07,1,[],135.48k,https://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/petronetlng/PLN,
P,Pfizer,"20,034.08","4,379.25",97.7,2.28,1,[],4.78k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P,
PII,PI Industries,"20,440.67","1,480.05",19.9,1.36,1,[],3.66k,https://www.moneycontrol.com/india/stockpricequote/pesticides-agro-chemicals/piindustries/PII,
PI11,Pidilite Ind,"67,307.34","1,325.00",-5.4,-0.41,-1,[],10.29k,https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,
NP07,Piramal Enter,"33,349.56","1,677.15",19.9,1.2,1,[],28.59k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,
PNB05,PNB,"43,423.61",64.45,3.65,6,1,[],2.34m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabnationalbank/PNB05,
PHF,PNB Housing Fin,"7,251.41",431.2,4.65,1.09,1,[],58.84k,https://www.moneycontrol.com/india/stockpricequote/finance-housing/pnbhousingfinance/PHF,
PFC02,Power Finance,"30,492.94",115.5,0,0,0,[],163.86k,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/powerfinancecorporation/PFC02,
PGC,Power Grid Corp,"97,490.67",186.35,1.95,1.06,1,[],169.36k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/powergridcorporationindia/PGC,
QC,Quess Corp,"7,011.51",475.75,2.45,0.52,1,[],12.04k,https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC,
RE07,Rajesh Exports,"20,123.44",681.55,13.05,1.95,1,[],43.86k,https://www.moneycontrol.com/india/stockpricequote/diamond-cutting-jewellery-precious-metals/rajeshexports/RE07,
MC,Ramco Cements,"18,277.22",775.85,1.95,0.25,1,[],3.17k,https://www.moneycontrol.com/india/stockpricequote/cement-major/theramcocements/MC,
RB02,RBL Bank,"16,858.51",345.15,10.65,3.18,1,[],839.39k,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/rblbank/RB03,
REC02,REC,"26,878.63",136.1,1.05,0.78,1,[],89.71k,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/rec/REC02,
RI,Reliance,"10,03,147.26","1,582.45",14.95,0.95,1,[],611.63k,https://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,
RNL,Reliance Nippon,"21,274.42",347.6,-1,-0.29,-1,[],132.91k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/reliancenipponlifeassetmanagement/RNL,
SAI,SAIL,"16,769.93",40.6,0.8,2.01,1,[],2.86m,https://www.moneycontrol.com/india/stockpricequote/steel-large/steelauthorityindia/SAI,
HMR,Sanofi India,"16,061.56","6,974.00",63.65,0.92,1,[],343,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26,
SBI,SBI,"2,96,921.83",332.7,10.9,3.39,1,[],1.90m,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/statebankindia/SBI,
SLI03,SBI Life Insura,"97,455.00",974.55,14.9,1.55,1,[],64.26k,https://www.moneycontrol.com/india/stockpricequote/diversified/sbilifeinsurancecompany/SLI03,
SC12,Shree Cements,"73,636.12","20,408.70",382.7,1.91,1,[],229,https://www.moneycontrol.com/india/stockpricequote/cement-major/shreecements/SC12,
STF,Shriram Trans,"25,066.00","1,104.80",5.05,0.46,1,[],14.71k,https://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/shriramtransportfinancecorporation/STF,
S,Siemens,"52,785.92","1,482.25",-4.45,-0.3,-1,[],10.57k,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/siemens/S,
SRF,SRF,"18,980.92","3,302.15",-2.3,-0.07,-1,[],6.80k,https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF,
SPI,Sun Pharma,"1,05,246.83",438.65,4.85,1.12,1,[],328.91k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaceuticalindustries/SPI,
STV01,Sun TV Network,"18,157.45",460.75,-2.65,-0.57,-1,[],28.84k,https://www.moneycontrol.com/india/stockpricequote/media-entertainment/suntvnetwork/STN01,
SI48,Supreme Ind,"14,343.87","1,129.20",7.7,0.69,1,[],184,https://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48,
TC,Tata Chemicals,"16,996.07",667.15,7.6,1.15,1,[],29.44k,https://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC,
TT,Tata Global Bev,"20,694.74",327.9,4.3,1.33,1,[],203.04k,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/tataglobalbeverage/TT,
TEL,Tata Motors,"54,566.69",176.65,3.3,1.9,1,[],4.96m,https://www.moneycontrol.com/india/stockpricequote/auto-lcvs-hcvs/tatamotors/TM03,
TPC,Tata Power,"14,605.78",54,0.6,1.12,1,[],624.65k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/tatapowercompany/TPC,
TIS,Tata Steel,"48,298.25",428.75,10,2.39,1,[],1.02m,https://www.moneycontrol.com/india/stockpricequote/steel-large/tatasteel/TIS,
TCS,TCS,"7,77,381.54","2,071.70",54.95,2.72,1,[],197.21k,https://www.moneycontrol.com/india/stockpricequote/computers-software/tataconsultancyservices/TCS,
TM4,Tech Mahindra,"74,871.65",759.55,3.6,0.48,1,[],45.05k,https://www.moneycontrol.com/india/stockpricequote/computers-software/techmahindra/TM4,
TI01,Titan Company,"1,05,069.49","1,183.50",-4.25,-0.36,-1,[],39.37k,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,
TMD,TML-D,"2,335.99",72.8,2.35,3.34,1,[],1.03m,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/tatamotorsltddvr/TATAM57000,
TP06,Torrent Pharma,"31,575.27","1,865.90",7.65,0.41,1,[],3.09k,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06,
TP13,Torrent Power,"13,094.40",272.45,-0.1,-0.04,-1,[],16.56k,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/torrentpower/TP14,
TVS,TVS Motor,"21,747.11",457.75,13.25,2.98,1,[],61.98k,https://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/tvsmotorcompany/TVS,
